Título,Tipo Documento,Autores,Año,Fuente,Resumen,Enlace,PDF,Citas,Enlaces Relacionados,Idioma,Facultad,Institución,Timestamp
Contribuciones del programa dedoctoradoen Documentación e Información Científica para el desarrollo profesional en Cuba,Artículo,"GP Dante - Revista Cubana de Información en Ciencias de la …, 2021 - medigraphic.com",20,21 - medigraphic.com,… etapa deldoctorado) comotesisdemaestría. La mayoría de lastesisdoctorales obtuvieronla … También a laUniversidaddeLaHabanapor haberme dado la posibilidad de acompañar …,https://www.medigraphic.com/cgi-bin/new/resumen.cgi?IDARTICULO=105350,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:16
"[CITAS][C]… de una ruta turística de interpretación cultural para la promoción y el desarrollo local [tesis de maestría,Universidad de la Habana], 9. Biblioteca virtual",Tesis,M Rodríguez - 2010,20,10,,,,1,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:16
Modelo de Resiliencia Comunitaria ante Desastres,Artículo,"EL Vázquez, AL Ruiz - Arxius de Ciències Socials, 2024 - turia.uv.es",20,24 - turia.uv.es,"En este artículo se compartirán algunas reflexiones acerca del Modelo de ResilienciaComunitaria ante Desastres (MRC), el cual fue propuesto por la Dra. de la Yncera (2019) como …",https://turia.uv.es/index.php/arxius/article/view/28861,,0,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:16
[CITAS][C]Proyectos profesionales y valores asociados al desempeño de la profesión en estudiantes de Licenciatura en Economía de laUniversidad de la Habana,Artículo,"L Pérez Rodríguez, R Ramos Díaz - 2012 -Tesis",20,12 -Tesis,,,,5,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:19:16
[HTML][HTML]Procedimiento para el control de los costos de la Maestría en Derecho Civil de la Facultad de Derecho de laUniversidad de La Habana,Artículo,"CJ Más López - Cofin Habana, 2018 - scielo.sld.cu",20,18 - scielo.sld.cu,"La Maestría en Derecho Civil es una de las más importantes que se imparten en la Facultadde Derecho de laUniversidaddeLaHabana. En tal sentido, el control de sus gastos se …",http://scielo.sld.cu/scielo.php?pid=S2073-60612018000200009&script=sci_arttext,,1,{},español,Facultad de Derecho,Universidad de La Habana,2025-06-06 20:19:16
"[CITAS][C]… a través de la percepción de varones, jóvenes estudiantes de carreras pertenecientes a las ciencias sociales y humanísticas de laUniversidad de La Habana",Artículo,"M Cabrera - 2005 - … Historia,Universidad de La Habana",20,"05 - … Historia,Universidad de La Habana",,,,4,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:19:16
"[HTML][HTML]Investigar para educar.: Experiencia de colaboración entre laUniversidad de La Habana, Cuba, y la Universidad Jean Piaget, de Veracruz, México",Artículo,"A Wong, L Hernández García, F Solís Peralta… - Revista Cubana de …, 2018 - scielo.sld.cu",20,18 - scielo.sld.cu,"… de laUniversidaddeLaHabanay de la Universidad Jean Piaget (UJP), de Veracruz, México,para potenciar los proyectos de investigación educativa de los aspirantes aldoctoradoen …",http://scielo.sld.cu/scielo.php?pid=S0257-43142018000200005&script=sci_arttext&tlng=en,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:16
[CITAS][C]La ruta de las golondrinas. Un acercamiento a las expectativas profesionales de estudiantes de cuarto año de laUniversidad de La Habana,Artículo,MR Ramos Suárez - 2018 - … .Universidad de La Habana,20,18 - … .Universidad de La Habana,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:16
"[CITAS][C]… materiales compuestos fi brosos magneto electro elásticos con contacto imperfecto. Problema antiplano. Facultad de Matemática,Universidad de La Habana",Artículo,Y Espinosa - 2010 -TesisMaestría,20,10 -TesisMaestría,,,,3,{},español,Facultad de Matemática y Computación,Universidad de La Habana,2025-06-06 20:19:20
"[CITAS][C]… matemática de materiales compuestos fibrosos usando el método de homegeneización asintótica. Facultad de Matemática,Universidad de La Habana",Artículo,R Guinovart - 2001 -Tesis Doctoral,20,01 -Tesis Doctoral,,,,3,{},español,Facultad de Matemática y Computación,Universidad de La Habana,2025-06-06 20:19:20
[CITAS][C]Propuesta de una intranet para la Facultad de Economía de laUniversidad de La Habana,Artículo,"M Barreto - 2010 - … ,Universidad de La Habana",20,"10 - … ,Universidad de La Habana",,,,2,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:19:20
Escuela Cubana de Periodismo: medio siglo buscando el modelo| Cuban School of Journalism: half a century looking for the model,Artículo,"J Arencibia-Lorenzo… - Razón y palabra, 2016 - revistarazonypalabra.org",20,16 - revistarazonypalabra.org,"… en Periodismo en LaUniversidaddeLaHabanadesde su … of the Journalism formation attheUniversityofHavana, since its first …Tesisen opción al título de Máster en Ciencias de la …",https://revistarazonypalabra.org/index.php/ryp/article/view/66,,9,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:20
[CITAS][C]Participación familiar en el acceso y permanencia en la Educación Superior. Un estudio de caso en la carrera Sociología de laUniversidad de la Habana,Artículo,"N Ávila - 2021 - … ,Universidad de la Habana, Cuba",20,"21 - … ,Universidad de la Habana, Cuba",,,,5,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:19:20
[CITAS][C]Producción científica del Equipo de Estudios Rurales de laUniversidad de La Habana,Artículo,"Y Herrera Martínez - 2014 - … Historia,Universidad de La Habana…",20,"14 - … Historia,Universidad de La Habana…",,,,2,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:19:20
[CITAS][C]Percepción de efectividad del afrontamiento a situaciones precipitantes de violación de abstinencia en alcohólicos. La Habana:Universidad de la Habana,Artículo,E Artiles Pardal - 2010 -Tesis de Licenciatura,20,10 -Tesis de Licenciatura,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:20
[CITAS][C]Proyectos de vida y valores en estudiantes de la Licenciatura en Derecho de laUniversidad de La Habana,Artículo,M Rodríguez - 2010 - … .Universidad de La Habana,20,10 - … .Universidad de La Habana,,,,5,{},inglés,Facultad de Derecho,Universidad de La Habana,2025-06-06 20:19:20
"[CITAS][C]… con actividad antagónica ante Pyricularia grisea. Departamento de Microbiología y Virología. La Habana, Facultad de Biología,Universidad de La Habana",Artículo,Y Acebo - 2009 -Tesisen opción al Título Académico …,20,09 -Tesisen opción al Título Académico …,,,,6,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:19:20
"[CITAS][C]Obtención, caracterización y aplicación de un bioproducto bacteriano para la biorremediación de derrames de hidrocarburos.Universidad de La Habana",Artículo,R Núñez - 2004 -TesisdeDoctorado,20,04 -TesisdeDoctorado,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:20
[CITAS][C]Obtención de un consorcio bacteriano para la remoción de hidrocarburos del petróleo.Universidad de La Habana,Artículo,Y Barrios - 2011 -Tesis de Maestría,20,11 -Tesis de Maestría,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]Propuesta de Organización de un Archivo de Gestión para la Secretaría Docente de la Facultad de Comunicación de laUniversidad de La Habana,Artículo,L Puerto Colina - 2011 -Tesisde Diploma,20,11 -Tesisde Diploma,,,,3,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]Cultura política en jóvenes estudiantes de laUniversidad de La Habana,Artículo,"C Cabrera Rodríguez - … Filosofía e Historia.Universidad de La Habana.Tesis…, 2001",20,01,,,,4,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]Cultura política en jóvenes estudiantes de laUniversidad de la Habana,Artículo,"C Cabrera - … Filosofía e Historia,Universidad de La Habana.Tesis…, 2001",20,01,,,,4,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]Propuesta pedagógica del programa de maestría ydoctoradoen bioética de la Unb-enfoque en el pensamiento latinoamericano y en la declaración de la …,Artículo,"V Garrafa, M Kottow, A Saada - …Universidad de La Habana. La Habana:Universidad…, 2010",20,10,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]Modelo de gestión de recursos de información para laUniversidad de La Habana,Artículo,N Fernández Barrios - 2001 -TesisdeDoctorado,20,01 -TesisdeDoctorado,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:24
"[CITAS][C]Identidades sociales de sujetos con alto capital económico. La Habana: Facultad de Psicología,Universidad de La Habana",Artículo,"G Dujarric, M Vázquez - 2015 -Tesis de maestría",20,15 -Tesis de maestría,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]La construcción simbólica de la opinión pública [Tesis doctoral],Tesis,"R Garcés - … institucional de laUniversidad de La Habana, 2007",20,07,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]… en universidades de Iberoamérica. Propuesta de buenas prácticas. Granada: Universidad de Granada/Universidad de La Habana: 2013.[citado 19 dic 2013],Artículo,A Uribe Tirado - 2019 -Tesis doctoral]. Disponible en: http …,20,19 -Tesis doctoral]. Disponible en: http …,,,,6,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:24
"[CITAS][C]… Cubano de Comunicación Social en la Facultad de Comunicación de laUniversidad de La Habana. La Habana, Cuba.Universidad de La Habana",Artículo,Y Puente - 2014 -Tesis de Maestríainédita,20,14 -Tesis de Maestríainédita,,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:24
[CITAS][C]Propuesta de diseño de un sistema archivístico institucional para laUniversidad de La Habana,Artículo,EM SANTOS - 2003 -Tesisde Diploma,20,03 -Tesisde Diploma,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]… social en el ámbito universitario. Un estudio de caso con estudiantes de segundo año de la Facultad de Economía de laUniversidad de La Habana,Artículo,"YB Sarduy - 2014 - … -Cuba,Universidad de La Habana…",20,"14 - … -Cuba,Universidad de La Habana…",,,,4,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]Programa de formación docente en educación socioafectiva para profesores de laUniversidad de La Habana,Artículo,"L Curiel- 2019 - … ,Universidad de La Habana",20,"19 - … ,Universidad de La Habana",,,,12,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]Propuesta de identificación de las series documentales generadas por laUniversidad de la Habanadesde sus inicios en 1728 hasta 1910,Artículo,A Batista Delgado - 2005 -Tesisde Diploma,20,05 -Tesisde Diploma,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]Predicción de la estatura adulta a partir de proporciones corporales.Universidad de la Habana,Artículo,ME Díaz - 2001 -Tesispara optar por el grado …,20,01 -Tesispara optar por el grado …,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[HTML][HTML]La carrera de Farmacia en laUniversidad de La Habanadurante los cursos 1898-1899 y 1899-1900,Artículo,"P Marchante Castellanos… - Revista Cubana de …, 2010 - scielo.sld.cu",20,10 - scielo.sld.cu,"… , pues se limitó a incorporar de nuevo el período preparatorio para todas las facultades,incrementar el número de cátedras y asignaturas y eliminar los estudios propios deldoctorado, …",http://scielo.sld.cu/scielo.php?pid=S0034-75152010000200014&script=sci_arttext&tlng=en,,11,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:19:32
Identidad femenina y maternidad adolescente en Cuba,Artículo,"R Fleitas Ruiz - PhD diss.,Universidad de la Habana, Havana, Cuba, 2000 -tesis.sld.cu",20,00 -tesis.sld.cu,"Latesistiene como finalidad esencial estudiar las particularidades de la identidad femeninaen un grupo de mujeres adolescentes cubanas, y se apoya para ello en la perspectiva de …",https://tesis.sld.cu/index.php/index.php?P=FullRecord&ID=564,,2,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]Signos y símbolos de laUniversidad de La Habana,Artículo,"J Mariño - 2005 - … ,Universidad de La Habana",20,"05 - … ,Universidad de La Habana",,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]Metodología para el análisis de la fluctuación laboral del personal docente en laUniversidad de La Habana,Artículo,Y Puebla-González- 2019 - … .].Universidad de La Habana,20,19 - … .].Universidad de La Habana,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]… en psicólog@ s. Un programa de Orientación Profesional para estudiantes de nuevo ingreso a la Facultad de Psicología de laUniversidad de La Habana,Artículo,A Almeyda- 2012 -Tesis de Maestríaen Psicología …,20,12 -Tesis de Maestríaen Psicología …,,,,10,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:32
[CITAS][C]Las revistas científicas de laUniversidad de La Habana:¿ documentos visibles,Artículo,O Chong Carrillo - 2006 - … .Universidad de La Habana,20,06 - … .Universidad de La Habana,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
[CITAS][C]Análisis y Diseño de Puestos de Trabajo en laUniversidad de La Habana,Artículo,ER Fernández - 2017 - …Maestría.Universidad de La Habana…,20,17 - …Maestría.Universidad de La Habana…,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
[CITAS][C]Propuesta de Manual de Procedimientos para La Gestión de los Recursos Humanos en LaUniversidad de La Habana,Artículo,"LS González - 2014 - …Maestría,Universidad de La Habana…",20,"14 - …Maestría,Universidad de La Habana…",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
[CITAS][C]… de las habilidades sociales en estudiantes universitarios becarios pertenecientes a la Residencia Estudiantil Lázaro Cuevas de laUniversidad de La Habana,Artículo,RJ Rodríguez - 2008 -tesis]. Facultad de Psicología,20,08 -tesis]. Facultad de Psicología,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:41
"[CITAS][C]Distribución, relaciones tróficas y diversidad del bacterioplancton de las aguas oceánicas de Cuba. Cuba,Universidad de La Habana",Artículo,"GM Lugioyo - 2003 -Tesis doctoral, 140 pp",20,"03 -Tesis doctoral, 140 pp",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
[CITAS][C]Estrategia integral de comunicación por el Aniversario 280 de laUniversidad de La Habana,Artículo,"A MONTERO - 2008 - … ,Universidad de La Habana",20,"08 - … ,Universidad de La Habana",,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:41
[CITAS][C]… gerencial para los subsistemas de Traducción e Interpretación en el ESTI como estrategia de desarrollo organizacional.[Maestría]Universidad de La Habana,Artículo,H Santos - 2003 - …Maestría.Universidad de La Habana…,20,03 - …Maestría.Universidad de La Habana…,,,,7,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
[CITAS][C]Programa de alfabetización informacional para los bibliotecarios de la red de bibliotecas de laUniversidad de La Habana,Artículo,"Y Guerra- InéditoTesis de maestría,Universidad de La Habana…, 2010",20,10,,,,7,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
"[CITAS][C]Geoquímica de las aguas subterráneas de la Provincia de Las Tuna: La Habana,Universidad de La Habana. Cuba. Facultad de Química",Artículo,VM Zamora - 2008 -Tesis doctoral180 pp,20,08 -Tesis doctoral180 pp,,,,5,{},español,Facultad de Química,Universidad de La Habana,2025-06-06 20:19:41
Joaquín Francisco Lastres y Juiz: el primer farmacéutico Rector de laUniversidad de La Habana,Artículo,"P Marchante Castellanos… - Revista Cubana de …, 2010 - scielo.sld.cu",20,10 - scielo.sld.cu,…Doctoradoen la RealUniversidaddeLaHabanay efectuó nuevos nombramientos dedocentes para cada una de las cátedras universitarias. Fue en tales circunstancias que Lastres …,http://scielo.sld.cu/scielo.php?pid=S0034-75152010000400014&script=sci_arttext,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:41
"[CITAS][C]Aproximación al estudio del bienestar psicológico en estudiantes de Comunicación Social, Diseño Gráfico y Psicología en LaUniversidad de La Habana",Artículo,M Cruz - 2019 - …Universidad de La Habana…,20,19 - …Universidad de La Habana…,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]Modelo para la gestión de recursos de información en laUniversidad de la Habana,Artículo,N Barrios Fernández - 2001 - … ].Universidad de la Habana…,20,01 - … ].Universidad de la Habana…,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]… e identidades cómplices. Proceso de aprendizaje para el empoderamiento ciudadano en la Web de un grupo de estudiantes de laUniversidad de la Habana,Artículo,Y Lezcano - 2012 -Tesis de Licenciatura).Universidad…,20,12 -Tesis de Licenciatura).Universidad…,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[HTML][HTML]La comunicación social en Cuba: tendencias de un campo académico emergente| Social Communication in Cuba: Trends in an Emerging Academic Field,Artículo,"H Saladrigas-Medina,D Olivera-Pérez- Razón y Palabra, 2016 - revistarazonypalabra.org",20,16 - revistarazonypalabra.org,… a la Facultad de Comunicación de laUniversidaddeLaHabanaen un proyecto institucional.… to the Faaculty of Communication at theUniversityofHavanain an institutional project. …,https://www.revistarazonypalabra.org/index.php/ryp/article/view/57,,10,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]La migración externa de profesionales en laUniversidad de La Habana,Artículo,"MA Linares - 2009 - … ,Universidad de la Habana",20,"09 - … ,Universidad de la Habana",,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]Proyectos futuros en jóvenes repitentes de laUniversidad de la Habana,Artículo,"D SAVIGNON - 2017 - … .Universidad de La Habana, Cuba",20,"17 - … .Universidad de La Habana, Cuba",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]Recursos de Información y Necesidades Informativas del Centro de estudios Demográficos (CEDEM) de laUniversidad de La Habana,Artículo,"D Zaldívar - 2005 - … ,Universidad de La Habana",20,"05 - … ,Universidad de La Habana",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]Proyectos profesionales y valores asociados al desempeño de la profesión en estudiantes de la Licenciatura en Economía de laUniversidad de la Habana”,Artículo,"L Pérez, R Ramos - 2012 - … ,Universidad de La Habana, Cuba",20,"12 - … ,Universidad de La Habana, Cuba",,,,2,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]Aportes a la formulación de una Teoría Geográfica de la sostenibilidad ambiental.Universidad de La Habana,Artículo,J Mateo - 2007 -Tesispara la obtención del Grado …,20,07 -Tesispara la obtención del Grado …,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]La revistaUniversidad de La Habana: sesenta y siete años en la cultura e identidad cubanas,Artículo,"A Rivero Verdecia - 2001 - … ,Universidad de La Habana",20,"01 - … ,Universidad de La Habana",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:46
[CITAS][C]Estrategia para la gestión de proyectos extensionistas en laUniversidad de La Habana,Artículo,"I Bejerano - La Habana:Tesispresentada en opción al Título …, 2017",20,17,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Diagnóstico del estado de la gestión documental en laUniversidad de La Habana,Artículo,M Puerta Díaz- 2016 - … Habana:Universidad de La Habana,20,16 - … Habana:Universidad de La Habana,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:52
[HTML][HTML]Evolución de los estudios sobre gestión de información y su efecto en organizaciones cubanas,Artículo,"G Ponjuán, Y Cardentey - Revista Cubana de Información en Ciencias …, 2022 - scielo.sld.cu",20,22 - scielo.sld.cu,"… de Información desarrolladas en la Facultad de Comunicación de laUniversidaddeLaHabana, en los niveles de diploma, maestría ydoctorado, entre 1993 y 2019, con el objetivo de …",http://scielo.sld.cu/scielo.php?pid=S2307-21132022000100017&script=sci_arttext&tlng=pt,,12,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:52
[HTML][HTML]Reorganización de la enseñanza en laUniversidad de La Habanasegún el último plan de estudios de su etapa colonial (Plan de 1880),Artículo,"P Marchante Castellanos… - Revista Cubana de …, 2008 - scielo.sld.cu",20,08 - scielo.sld.cu,… Un hecho lamentable marcó también el año de 1892 en laUniversidaddeLaHabana: la …se suprimió elDoctoradoen todas las facultades de la RealUniversidaddeLaHabanay se …,http://scielo.sld.cu/scielo.php?pid=S0034-75152008000300012&script=sci_arttext&tlng=en,,13,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Caracterización de la esfera motivacional en estudiantes con Discapacidad Visual de laUniversidad de la Habana,Artículo,"Y Márquez Alonso - 2011 - … ,Universidad de La Habana",20,"11 - … ,Universidad de La Habana",,,,6,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Enfoque de marketing para el comercio minorista en Cuba.Universidad de La Habana. La Habana,Artículo,L Barreiro Pousa - 2002 -Tesisen opción al grado de Doctor …,20,02 -Tesisen opción al grado de Doctor …,,,,5,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Proyecto de vida y valores en estudiantes de la Licenciatura en Biología de laUniversidad de La Habana,Artículo,"B Ortet González - 2011 - … ,Universidad de La Habana",20,"11 - … ,Universidad de La Habana",,,,4,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:19:52
"[CITAS][C]Estudios sobre Quitina y Quitosano.Universidad de La Habana, Facultad de Química",Artículo,"C Peniche - 2006 -Tesis Doctoral, 89 p",20,"06 -Tesis Doctoral, 89 p",,,,4,{},español,Facultad de Química,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Proyectos profesionales y valores en estudiantes de la Licenciatura en Química y Biología de LaUniversidad de la Habana,Artículo,"C Gallardo Toirac - 2012 - … ,Universidad de La Habana",20,"12 - … ,Universidad de La Habana",,,,2,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Proyectos profesionales y la ubicación laboral de estudiantes de diferentes carreras de laUniversidad de La Habana,Artículo,"O Abín Martínez - 2010 - … ,Universidad de La Habana",20,"10 - … ,Universidad de La Habana",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:52
[CITAS][C]Proyectos de vida y valores en estudiantes de la Licenciatura en derecho de laUniversidad de La Habana,Artículo,"M Rodríguez Ramos - 2010 - … ,Universidad de La Habana",20,"10 - … ,Universidad de La Habana",,,,2,{},inglés,Facultad de Derecho,Universidad de La Habana,2025-06-06 20:19:56
[CITAS][C]Psicología del arte en laUniversidad de La Habana. Historia de investigaciones,Artículo,"A Reyes - 2008 - … inédita,Universidad de La Habana…",20,"08 - … inédita,Universidad de La Habana…",,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:56
"[PDF][PDF]TESISPRESENTADA EN OPCIÓN AL TÍTULO ACADEMICO DE MASTER EN GEOGRAFÍA, MEDIO AMBIENTE Y ORDENAMIENTO TERRITORIAL",Tesis,JG Pérez - 2016 - accesoabierto.uh.cu,20,16 - accesoabierto.uh.cu,"La Defensa Civil Cubana constituye un sistema integrado por todas las fuerzas y recursosde la sociedad y del Estado, con la función de proteger a las personas y sus bienes, la …",https://accesoabierto.uh.cu/files/original/2129561/TMJanet_Granda_Perez_[2016].1.pdf,,0,{},español,Facultad de Geografía,Universidad de La Habana,2025-06-06 20:19:56
[CITAS][C]Estrategia para la gestión de proyectos extensionistas en laUniversidad de la Habana. Cuba,Artículo,I Bejarano - 2007 -Tesisen opción al grado de Máster …,20,07 -Tesisen opción al grado de Máster …,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:56
[CITAS][C]Una aproximación a las vivencias en universitarios con discapacidad visual de la Facultad de Psicología de laUniversidad de la Habana,Artículo,ME Cala - 2020 -Tesis de licenciatura.Universidad…,20,Tesis de licenciatura.Universidad…,,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:56
La dimensión espacial del desarrollo sostenible una visión desde América Latina.,Artículo,"JMM Rodríguez - Anales de la Academia de Ciencias de …, 2014 - revistaccuba.sld.cu",20,14 - revistaccuba.sld.cu,… el autor se apoyó en latesisdefendida en laUniversidaddeLaHabanael 2007 para laobtención … a la mejortesisdedoctoradodefendida en laUniversidaddeLaHabanaen el 2007. …,http://www.revistaccuba.sld.cu/index.php/revacc/article/view/160,,16,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:56
[CITAS][C]Requisito para la integración de los Sistemas de Información de la Facultad de Comunicación de laUniversidad de La Habana,Artículo,"A Medina - 2016 - …Maestría,Universidad de La Habana…",20,"16 - …Maestría,Universidad de La Habana…",,,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:56
[CITAS][C]Prácticas comunicativas y valores. Una mirada a la formación de estudiantes de la Facultad de Psicología de laUniversidad de La Habana,Artículo,"R Giniebra - 2011 -Tesis de Maestría, FCOM-UH. La …",20,"11 -Tesis de Maestría, FCOM-UH. La …",,,,5,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:19:56
Evolución de los estudios académicos sobre gestión del conocimiento y su efecto en organizaciones cubanas,Artículo,"G Ponjuan Dante, C Thomas Cuní - … de Información en Ciencias de la …, 2023 - scielo.sld.cu",20,23 - scielo.sld.cu,"… Conocimiento desarrolladas por la Facultad de Comunicación de laUniversidaddeLaHabanaen los niveles de diploma, maestría ydoctoradoentre el 2000 y el 2020 con el objetivo …",http://scielo.sld.cu/scielo.php?pid=S2307-21132023000100033&script=sci_arttext,,2,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:19:56
[CITAS][C]Preservación de pepinos mediante el empleo de coberturas de quitosan.Universidad de la Habana,Artículo,J Acuña - 2009 -Tesispara título en Licenciatura en …,20,09 -Tesispara título en Licenciatura en …,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:19:56
Estrategias para el desarrollo de la gestión de la innovación como habilidad directiva en la Facultad de Turismo de laUniversidad de la Habana.,Artículo,"YH Flores,MQ Soto… - RES NON VERBA …, 2020 - revistas.ecotec.edu.ec",20,revistas.ecotec.edu.ec,"… los estándares planeados en laUniversidaddeLaHabana. La presente investigación se …de la Facultad de Turismo de laUniversidaddeLaHabanapara, en consecuencia, proponer …",https://revistas.ecotec.edu.ec/index.php/rnv/article/view/411,,6,{},español,Facultad de Turismo,Universidad de La Habana,2025-06-06 20:20:03
[CITAS][C]Estudio de la visibilidad de los profesores titulares de laUniversidad de La Habanaen la red social académica ResearchGate,Artículo,"K Díaz Barceló - 2015 - … ).Universidad de La Habana, La …",20,"15 - … ).Universidad de La Habana, La …",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
Las concepciones de curriculum y su importancia en la elaboración de undoctoradocurricular en estomatología,Artículo,"D Vila Morales - Revista Cubana de Estomatología, 2011 - scielo.sld.cu",20,11 - scielo.sld.cu,"… , como base teórica para implementar unDoctoradoCurricular Colaborativo en Ciencias …de la Educación Superior de laUniversidaddeLaHabana. En esta propuesta de definición de …",http://scielo.sld.cu/scielo.php?pid=S0034-75072011000300013&script=sci_arttext&tlng=pt,,48,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
La información y el conocimiento como recursos organizacionales en Cuba: algunos aportes sobre este proceso desde la academia,Artículo,"GP Dante - Bibliotecas. Anales de Investigación, 2018 - dialnet.unirioja.es",20,18 - dialnet.unirioja.es,"… lastesisde diploma, maestría ydoctoradodefendidas dentro de los programas de pre ypostgrado donde laUniversidaddeLaHabanatiene … entesisde diploma, maestría ydoctorado…",https://dialnet.unirioja.es/servlet/articulo?codigo=6312038,,41,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
